Actor,Partner,Count
Derek Luke,Bonnie Henna,1
Derek Luke,Boris Kodjoe,1
Derek Luke,Cory Hodges,1
Derek Luke,David Mann,1
Derek Luke,Dennis L.A. White,1
Derek Luke,Denzel Washington,1
Derek Luke,Djimon Hounsou,1
Derek Luke,Garrett Hedlund,1
Derek Luke,Jamal Woolard,1
Derek Luke,Jeremie Campbell,1
Derek Luke,Jordin Sparks,1
Derek Luke,Katie Holmes,1
Derek Luke,Keshia Knight Pulliam,1
Derek Luke,Laurence Fishburne,1
Derek Luke,Laz Alonso,1
Derek Luke,Lucas Black,1
Derek Luke,Malcolm David Kelley,1
Derek Luke,Michael Ealy,1
Derek Luke,Mike Epps,1
Derek Luke,Mncedisi Shabangu,1
Derek Luke,Mohamed Dione,1
Derek Luke,Oliver Platt,1
Derek Luke,Omar Benson Miller,1
Derek Luke,Orlando Jones,1
Derek Luke,Paula Patton,1
Derek Luke,Taye Diggs,1
Derek Luke,Tia Texada,1
Derek Luke,Tim Robbins,1
Derek Luke,Tyler Perry,1
Derek Luke,Val Kilmer,1
Derek Luke,Whitney Houston,1
Derek Magyar,Adelaide Clemens,1
Derek Magyar,Lee Tergesen,1
Derek Magyar,Luke Evans,1
Derek Richardson,Barbara Nedeljakova,1
Derek Richardson,Eythor Gudjonsson,1
Derek Richardson,Jay Hernandez,1
Dermot Mulroney,Amy Adams,1
Dermot Mulroney,Angus Sampson,1
Dermot Mulroney,Ashton Kutcher,1
Dermot Mulroney,Claire Danes,1
Dermot Mulroney,Dallas Roberts,1
Dermot Mulroney,Debra Messing,1
Dermot Mulroney,Diane Keaton,1
Dermot Mulroney,Felicity Huffman,1
Dermot Mulroney,Frank Grillo,1
Dermot Mulroney,Glenn Close,1
Dermot Mulroney,Hope Davis,2
Dermot Mulroney,Jack Davenport,1
Dermot Mulroney,Jack Nicholson,1
Dermot Mulroney,Jane Fonda,1
Dermot Mulroney,Jessica Campbell,1
Dermot Mulroney,John Billingsley,1
Dermot Mulroney,Josh Gad,1
Dermot Mulroney,Kathy Bates,1
Dermot Mulroney,Leigh Whannell,1
Dermot Mulroney,Liam Neeson,1
Dermot Mulroney,Lindsay Lohan,1
Dermot Mulroney,Lukas Haas,1
Dermot Mulroney,Max Thieriot,1
Dermot Mulroney,Mira Sorvino,1
Dermot Mulroney,Patricia Clarkson,1
Dermot Mulroney,Rachael Leigh Cook,1
Dermot Mulroney,Rachel McAdams,1
Dermot Mulroney,Stefanie Scott,1
Dermot Mulroney,Vithaya Pansringarm,1
Dervla Kirwan,Alicja Bachleda,1
Dervla Kirwan,Alison Barry,1
Dervla Kirwan,Colin Farrell,1
De'Shawn Washington,Channing Tatum,1
De'Shawn Washington,Damaine Radcliff,1
De'Shawn Washington,Jenna Dewan Tatum,1
Desmond Askew,Josh Duhamel,1
Desmond Askew,Melissa George,1
Desmond Askew,Olivia Wilde,1
Desmond Dube,Don Cheadle,1
Desmond Dube,Hakeem Kae-Kazim,1
Desmond Dube,Xolani Mali,1
Desmond Harrington,Eliza Dushku,1
Desmond Harrington,Emmanuelle Chriqui,1
Desmond Harrington,Gabriel Byrne,1
Desmond Harrington,Jeremy Sisto,1
Desmond Harrington,Julianna Margulies,1
Desmond Harrington,Ron Eldard,1
Dethie,Amadou Gallo Fall,1
Dev Patel,Anil Kapoor,1
Dev Patel,Ashley Hinshaw,1
Dev Patel,Danny Mahoney,1
Dev Patel,David Strathairn,1
Dev Patel,Diane Farr,1
Dev Patel,Jackson Rathbone,1
Dev Patel,Lili Taylor,1
Dev Patel,Maggie Smith,1
Dev Patel,Nicola Peltz,1
Dev Patel,Ninja,1
Dev Patel,Noah Ringer,1
Dev Patel,Rajendranath Zutshi,1
Dev Patel,Saurabh Shukla,1
Dev Patel,Sharlto Copley,1
Dev Patel,Yo-Landi Visser,1
DeVaughn Nixon,Aimee Teegarden,1
DeVaughn Nixon,Danielle Campbell,1
DeVaughn Nixon,Thomas McDonell,1
Devin Brochu,Joseph Gordon-Levitt,1
Devin Brochu,Piper Laurie,1
Devin Brochu,Rainn Wilson,1
Devon Aoki,Holly Valance,1
Devon Aoki,Jaime Pressly,1
Devon Aoki,Sarah Carter,1
Devon Bostick,Rachael Harris,1
Devon Bostick,Robert Capron,2
Devon Bostick,Steve Zahn,1
Devon Bostick,Zachary Gordon,2
Devon Crosby Helms,Bill Resler,1
Devon Crosby Helms,Darnellia Russell,1
Devon Crosby Helms,Ludacris,1
Devon Dixon,Bryant Davis,1
Devon Dixon,Elliot Lovett,1
Devon Dixon,Javorn Drummond,1
Devon Gearhart,Chlo? Sevigny,1
Devon Gearhart,Jena Malone,1
Devon Gearhart,Luke Grimes,1
Devon Graye,John Cena,1
Devon Graye,Madeleine Martin,1
Devon Graye,Mark Webber,1
Devon Graye,Patricia Clarkson,1
Devon Graye,Rutina Wesley,1
Devon Graye,Tom Bower,1
Devon Jordan,Ashley Cutrona,1
Devon Jordan,Erika Corvette,1
Devon Jordan,London Clark,1
Devon Sawa,Jason Schwartzman,1
Devon Sawa,Jason Segel,1
Devon Sawa,Michael C. Maronna,1
?dgar Ram?rez,Chris Coy,1
?dgar Ram?rez,Eric Bana,1
?dgar Ram?rez,Liam Neeson,1
?dgar Ram?rez,Olivia Munn,1
?dgar Ram?rez,Ralph Fiennes,1
?dgar Ram?rez,Sam Worthington,1
Diana Franco Galindo,Lane 'Roc' Williams,1
Diana Franco Galindo,Red West,1
Diana Franco Galindo,Souleymane Sy Savane,1
Diana Scarwid,Chlo? Sevigny,1
Diana Scarwid,Macaulay Culkin,1
Diana Scarwid,Seth Green,1
Diana Vreeland,David Bailey,1
Diana Vreeland,Lauren Bacall,1
Diana Vreeland,Richard Avedon,1
Diane Ayala Goldner,Josh Stewart,1
Diane Ayala Goldner,Juan Fern?ndez,1
Diane Ayala Goldner,William Prael,1
Diane Farr,Ashley Hinshaw,1
Diane Farr,Dev Patel,1
Diane Farr,Lili Taylor,1
Diane Kagan,Jill Larson,1
Diane Kagan,Jim Gaffigan,1
Diane Kagan,Mike O'Connell,1
Diane Keaton,Adam Rothenberg,1
Diane Keaton,Amanda Seyfried,1
Diane Keaton,Claire Danes,1
Diane Keaton,Dermot Mulroney,1
Diane Keaton,Dianne Wiest,1
Diane Keaton,Frances McDormand,1
Diane Keaton,Gabriel Macht,1
Diane Keaton,Goldie Hawn,1
Diane Keaton,Jack Nicholson,1
Diane Keaton,Katherine Heigl,1
Diane Keaton,Katie Holmes,1
Diane Keaton,Keanu Reeves,1
Diane Keaton,Kevin Kline,1
Diane Keaton,Mandy Moore,1
Diane Keaton,Nastassja Kinski,1
Diane Keaton,Rachel McAdams,1
Diane Keaton,Richard Jenkins,1
Diane Keaton,Robert De Niro,1
Diane Keaton,Ted Danson,1
Diane Keaton,Tom Everett Scott,1
Diane Keaton,Warren Beatty,1
Diane Kruger,Ed Harris,1
Diane Kruger,Jon Voight,1
Diane Kruger,Josh Hartnett,1
Diane Kruger,Justin Bartha,2
Diane Kruger,Matthew Lillard,1
Diane Kruger,Matyelok Gibbs,1
Diane Kruger,Nicolas Cage,2
Diane Kruger,Ralph Riach,1
Diane Kruger,Rose Byrne,1
Diane Kruger,Sean Bean,1
Diane Lane,Adrien Brody,1
Diane Lane,Amy Adams,1
Diane Lane,Ben Affleck,1
Diane Lane,Billy Burke,1
Diane Lane,Bob Hoskins,1
Diane Lane,Bruce Dern,1
Diane Lane,Christopher Meloni,1
Diane Lane,Christopher Plummer,1
Diane Lane,Colin Hanks,1
Diane Lane,Dakota Fanning,1
Diane Lane,Danielle Macdonald,1
Diane Lane,Dylan Walsh,1
Diane Lane,Elizabeth Banks,1
Diane Lane,Elizabeth Perkins,1
Diane Lane,Erik Per Sullivan,1
Diane Lane,Hayden Christensen,1
Diane Lane,Henry Cavill,1
Diane Lane,Jamie Bell,1
Diane Lane,John Cusack,1
Diane Lane,John Malkovich,1
Diane Lane,Joseph Cross,1
Diane Lane,Leelee Sobieski,1
Diane Lane,Lindsay Duncan,1
Diane Lane,Margo Martindale,1
Diane Lane,Michael Shannon,1
Diane Lane,Olivier Martinez,1
Diane Lane,Rachel Bilson,1
Diane Lane,Raoul Bova,1
Diane Lane,Richard Gere,2
Diane Lane,Sandra Oh,1
Diane Lane,Stellan Skarsg?rd,1
Diane Lane,Viola Davis,1
Diane Salinger,Jack Heller,1
Diane Salinger,Judd Nelson,1
Diane Salinger,Tanna Frederick,1
Dianna Agron,Alex Pettyfer,1
Dianna Agron,Chris Colfer,1
Dianna Agron,Darren Criss,1
Dianna Agron,John D'Leo,1
Dianna Agron,Kevin McHale,1
Dianna Agron,Michelle Pfeiffer,1
Dianna Agron,Robert De Niro,1
Dianna Agron,Teresa Palmer,1
Dianna Agron,Timothy Olyphant,1
Dianne Wiest,Aaron Eckhart,1
Dianne Wiest,Andre Braugher,1
Dianne Wiest,Anne Hathaway,1
Dianne Wiest,Dakota Fanning,1
Dianne Wiest,Diane Keaton,1
Dianne Wiest,Kevin Kline,1
Dianne Wiest,Melonie Diaz,1
Dianne Wiest,Michelle Pfeiffer,1
Dianne Wiest,Miles Teller,1
Dianne Wiest,Nicole Kidman,1
Dianne Wiest,Patrick Wilson,1
Dianne Wiest,Richard Jenkins,1
Dianne Wiest,Robert Downey Jr.,1
Dianne Wiest,Sean Penn,1
Dianne Wiest,Shia LaBeouf,1
Dick Armey,Andrew Breitbart,1
Dick Armey,Michele Bachmann,1
Dick Armey,Orson Bean,1
Dick Cheney,Daryl Isaacs,1
Dick Cheney,George Bush,1
Dick Cheney,Morgan Spurlock,1
Dick Clark,Drew Barrymore,1
Dick Clark,Michelle Sweeney,1
Dick Clark,Sam Rockwell,1
Dick Van Dyke,Ben Stiller,1
Dick Van Dyke,Carla Gugino,1
Dick Van Dyke,Mickey Rooney,1
Didier Flamand,Fisher Stevens,1
Didier Flamand,Lili Taylor,1
Didier Flamand,Matt Dillon,1
Diedrich Bader,Candy Ford,1
Diedrich Bader,Chris Riggi,1
Diedrich Bader,Haley Joel Osment,1
Diedrich Bader,James Gammon,1
Diedrich Bader,Jenn Proske,1
Diedrich Bader,Matt Lanter,1
Diego Boneta,Dakota Sage Grant,1
Diego Boneta,Julianne Hough,1
Diego Boneta,Matthew Rush Sullivan,1
Diego Cata?o,Daniel Miranda,1
Diego Cata?o,Danny Perea,1
Diego Cata?o,Enrique Arreola,1
Diego Klattenhoff,Charlie Hunnam,1
Diego Klattenhoff,Idris Elba,1
Diego Klattenhoff,Rinko Kikuchi,1
Diego Luna,Dolores Heredia,1
Diego Luna,Emile Hirsch,1
Diego Luna,Gael Garc?a Bernal,1
Diego Luna,Genesis Rodriguez,1
Diego Luna,Guillermo Francella,1
Diego Luna,John C. Reilly,1
Diego Luna,John Slattery,1
Diego Luna,Josh Brolin,1
Diego Luna,Maggie Gyllenhaal,1
Diego Luna,Pedro Armend?riz Jr.,1
Diego Luna,Peter Mullan,1
Diego Luna,Romola Garai,1
Diego Luna,Sean Penn,1
Diego Luna,Sela Ward,1
Diego Luna,Will Ferrell,1
Diem Lien,Jayvee Mai The Hiep,1
Diem Lien,Kieu Chinh,1
Diem Lien,Long Nguyen,1
Dileep Rao,Alison Lohman,1
Dileep Rao,Justin Long,1
Dileep Rao,Lorna Raver,1
Dillon Casey,Lauren Schneider,1
Dillon Casey,Mehcad Brooks,1
Dillon Casey,Serinda Swan,1
Dina Bonnevie,Cherry Pie Picache,1
Dina Bonnevie,Christopher De Leon,1
Dina Bonnevie,Ricky Davao,1
Dina Korzun,Armand Schultz,1
Dina Korzun,Michael Tucker,1
Dina Korzun,Paul Giamatti,1
Dina Spybey-Waters,Donal Logue,1
Dina Spybey-Waters,Mark Ruffalo,1
Dina Spybey-Waters,Reese Witherspoon,1
Dinesh D'Souza,Barack Obama,1
Dinesh D'Souza,Josh Bonzie,1
Dinesh D'Souza,Rich Bentz,1
Dionne Quan,Elizabeth Daily,1
Dionne Quan,Kath Soucie,1
Dionne Quan,Nancy Cartwright,1
Diora Baird,Jordana Brewster,1
Diora Baird,Matt Bomer,1
Diora Baird,Taylor Handley,1
Dita Von Teese,Bettie Page,1
Dita Von Teese,Hugh M. Hefner,1
Dita Von Teese,Rebecca Romijn,1
Diwakar Pathak,Arun Bakshi,1
Diwakar Pathak,Indravadan Tridevi,1
Diwakar Pathak,Sunil Malhotra,1
DJ Flava,Brit Marling,1
DJ Flava,Matthew-Lee Erlbach,1
DJ Flava,William Mapother,1
DJ Qualls,Eliza Dushku,1
DJ Qualls,Jerod Mixon,1
DJ Qualls,Zooey Deschanel,1
Djimon Hounsou,Colin Ford,1
Djimon Hounsou,Dakota Fanning,1
Djimon Hounsou,Derek Luke,1
Djimon Hounsou,Ewan McGregor,1
Djimon Hounsou,Jennifer Connelly,1
Djimon Hounsou,Joel Gretsch,1
Djimon Hounsou,Kagiso Kuypers,1
Djimon Hounsou,Keanu Reeves,1
Djimon Hounsou,Laurence Fishburne,1
Djimon Hounsou,Leonardo DiCaprio,1
Djimon Hounsou,Orlando Jones,1
Djimon Hounsou,Rachel Weisz,1
Djimon Hounsou,Scarlett Johansson,1
Djimon Hounsou,Sean Bean,1
Djimon Hounsou,Shia LaBeouf,1
DMX,Anthony Anderson,2
DMX,Antwon Tanner,1
DMX,Drew Sidora,1
DMX,Isaiah Washington,1
DMX,Jay Z,1
DMX,Jet Li,1
DMX,Kelly Hu,1
DMX,Method Man,1
DMX,Michael Ealy,1
DMX,Redman,1
DMX,Steven Seagal,1
Dolly Parton,Candice Bergen,1
Dolly Parton,Jeremy Jordan,1
Dolly Parton,Keke Palmer,1
Dolly Parton,Lily Tomlin,1
Dolly Parton,Mary Tyler Moore,1
Dolly Parton,Queen Latifah,1
Dolores Heredia,Benito Martinez,1
Dolores Heredia,Diego Luna,1
Dolores Heredia,Gael Garc?a Bernal,1
Dolores Heredia,Guillermo Francella,1
Dolores Heredia,Luke Ganalon,1
Dolores Heredia,Miriam Colon,1
Dolph Lundgren,Andrei Arlovski,1
Dolph Lundgren,Eric Keenleyside,1
Dolph Lundgren,Jason Statham,2
Dolph Lundgren,Jean-Claude Van Damme,1
Dolph Lundgren,Jet Li,2
Dolph Lundgren,Michael Jai White,1
Dolph Lundgren,Mike Dopud,1
Dolph Lundgren,Ron Perlman,1
Dolph Lundgren,Scott Adkins,1
Dolph Lundgren,Steve Austin,1
Dolph Lundgren,Sylvester Stallone,2
Dolph Lundgren,Tony Jaa,1
Dominic Cooper,Aaron Paul,1
Dominic Cooper,Anthony Mackie,1
Dominic Cooper,Benjamin Walker,1
Dominic Cooper,Charlotte Rampling,1
Dominic Cooper,Colin Farrell,1
Dominic Cooper,Imogen Poots,1
Dominic Cooper,Keira Knightley,1
Dominic Cooper,Mary Elizabeth Winstead,1
Dominic Cooper,Noomi Rapace,1
Dominic Cooper,Ralph Fiennes,1
Dominic Cooper,Scott Mescudi,1
Dominic Cooper,Terrence Howard,1
Dominic Monaghan,Christian Slater,1
Dominic Monaghan,Sean Bean,1
Dominic Monaghan,Ving Rhames,1
Dominic Purcell,Brooke Langton,1
Dominic Purcell,Jessica Biel,1
Dominic Purcell,J?rgen Prochnow,1
Dominic Purcell,Kris Kristofferson,1
Dominic Purcell,Orlando Jones,1
Dominic Purcell,Wesley Snipes,1
Dominic Rains,Faran Tahir,1
Dominic Rains,Ray Park,1
Dominic Rains,Serinda Swan,1
Dominic West,Colin Salmon,1
Dominic West,David Wenham,1
Dominic West,Doug Hutchison,1
Dominic West,Gerard Butler,1
Dominic West,Lena Headey,1
Dominic West,Ray Stevenson,1
Dominique Pinon,Audrey Tautou,1
Dominique Pinon,Chantal Neuwirth,1
Dominique Pinon,Gaspard Ulliel,1
Dominique Swain,Brenda Blethyn,1
Dominique Swain,Christina Ricci,1
Dominique Swain,Hank Harris,1
Dominique Swain,John Diehl,1
Dominique Swain,Shannyn Sossamon,1
Dominique Swain,Tygh Runyan,1
Domonkos N?meth,Asa Butterfield,1
Domonkos N?meth,Henry Kingsmill,1
Domonkos N?meth,Zac Mattoon O'Brien,1
Don Berwick,Clive Alonzo,1
Don Berwick,Elizabeth Blackburn,1
Don Berwick,Krystal Bracy,1
Don Blankenship,Barbara Bush,1
Don Blankenship,Ron Burris,1
Don Blankenship,Susan Bird,1
Don Cheadle,Adam Sandler,1
Don Cheadle,Bruce McFee,1
Don Cheadle,Chiwetel Ejiofor,1
Don Cheadle,Chris Klein,1
Don Cheadle,Dato Bakhtadze,1
Don Cheadle,Desmond Dube,1
Don Cheadle,Emma Roberts,1
Don Cheadle,Ethan Hawke,1
Don Cheadle,Guy Pearce,2
Don Cheadle,Gwyneth Paltrow,2
Don Cheadle,Hakeem Kae-Kazim,1
Don Cheadle,Halle Berry,1
Don Cheadle,Hugh Jackman,1
Don Cheadle,Jack Thompson,1
Don Cheadle,Jada Pinkett Smith,1
Don Cheadle,Jake T. Austin,1
Don Cheadle,Jena Malone,1
Don Cheadle,Jeremy Piven,1
Don Cheadle,John Travolta,1
Don Cheadle,Johnny Simmons,1
Don Cheadle,Karina Arroyave,1
Don Cheadle,Liv Tyler,1
Don Cheadle,Mike Epps,1
Don Cheadle,Naomi Watts,1
Don Cheadle,Neal McDonough,1
Don Cheadle,Nicolas Cage,1
Don Cheadle,Pierce Brosnan,1
Don Cheadle,Richard Gere,1
Don Cheadle,Robert Downey Jr.,2
Don Cheadle,Ryan Gosling,1
Don Cheadle,Sa?d Taghmaoui,1
Don Cheadle,Salma Hayek,1
Don Cheadle,Sandra Bullock,1
Don Cheadle,Scarlett Johansson,1
Don Cheadle,Sean Penn,1
Don Cheadle,T?a Leoni,1
Don Cheadle,Wesley Snipes,1
Don Cheadle,Woody Harrelson,1
Don Cheadle,Xolani Mali,1
Don 'D.C.' Curry,Ice Cube,1
Don 'D.C.' Curry,John Witherspoon,1
Don 'D.C.' Curry,Mike Epps,1
Don Hahn,Peter Schneider,1
Don Hahn,Ron Clements,1
Don Hahn,Roy Edward Disney,1
Don Johnson,Cameron Diaz,1
Don Johnson,Christina Ricci,1
Don Johnson,Leslie Mann,1
Don Johnson,Nick Swardson,1
Don Johnson,Nikolaj Coster-Waldau,1
Don Johnson,Stephen Dorff,1
Don Knotts,Garry Marshall,1
Don Knotts,Patrick Stewart,1
Don Knotts,Zach Braff,1
Don Kruzinga,Milla Jovovich,1
Don Kruzinga,Rory Cochrane,1
Don Kruzinga,Spencer List,1
Don McManus,Adam Sandler,1
Don McManus,Emily Watson,1
Don McManus,Jason Andrews,1
Don Thompson,Gregg Henry,1
Don Thompson,Nathan Fillion,1
Don Thompson,Xantha Radley,1
Donal Logue,Ayelet Kaznelson,1
Donal Logue,Dina Spybey-Waters,1
Donal Logue,Jaime King,1
Donal Logue,John Harrington Bland,1
Donal Logue,John Hines,1
Donal Logue,Malcolm McDowell,1
Donal Logue,Mark Ruffalo,1
Donal Logue,Reese Witherspoon,1
Donal Logue,Rick Skene,1
Donald Faison,Brittany Murphy,1
Donald Faison,Dakota Fanning,1
Donald Faison,Marley Shelton,1
Donald Faison,Mike Epps,1
Donald Faison,Omari Hardwick,1
Donald Faison,Wood Harris,1
Donald Rumsfeld,Errol Morris,1
Donald Sutherland,Alexis Dziena,1
Donald Sutherland,Ben Foster,1
Donald Sutherland,Charlize Theron,1
Donald Sutherland,Clint Eastwood,1
Donald Sutherland,Colin Farrell,1
Donald Sutherland,Eileen Atkins,1
Donald Sutherland,James D'Arcy,1
Donald Sutherland,James Garner,1
Donald Sutherland,Jason Statham,2
Donald Sutherland,Kate Hudson,1
Donald Sutherland,Mark Wahlberg,1
Donald Sutherland,Matthew McConaughey,1
Donald Sutherland,Rachel Hurd-Wood,1
Donald Sutherland,Salma Hayek,1
Donald Sutherland,Sissy Spacek,1
Donald Sutherland,Tommy Lee Jones,1
Donald Sutherland,Tony Goldwyn,1
Dong-gun Jang,Cecilia Cheung,1
Dong-gun Jang,Hiroyuki Sanada,1
Dong-gun Jang,Nicholas Tse,1
Donna Maldonado,Kevin Rivera,1
Donna Maldonado,Krystal Rodriguez,1
Donna Maldonado,Victor Rasuk,1
Donna Murphy,Mandy Moore,1
Donna Murphy,Ron Perlman,1
Donna Murphy,Zachary Levi,1
Donnie Wahlberg,Amber Valletta,1
Donnie Wahlberg,Erik Knudsen,1
Donnie Wahlberg,James Franco,1
Donnie Wahlberg,Jim Parrack,1
Donnie Wahlberg,Macka Foley,1
Donnie Wahlberg,Michael Fairman,1
Donnie Wahlberg,Ryan Kwanten,1
Donnie Wahlberg,Shawnee Smith,1
Donnie Wahlberg,Tobin Bell,1
Donny Alamsyah,Iko Uwais,1
Donny Alamsyah,Joe Taslim,1
Donny Alamsyah,Yayan Ruhian,1
Donzaleigh Abernathy,George Allen,1
Donzaleigh Abernathy,Keith Allison,1
Donzaleigh Abernathy,Mark Aldrich,1
Dorian Brown,Charles Henry Wyson,1
Dorian Brown,James Devoti,1
Dorian Brown,Scott Elrod,1
Dorian Missick,Anthony Mackie,1
Dorian Missick,Jeffrey Wright,1
Dorian Missick,Pablo Schreiber,1
Doris Roberts,Andy Griffith,1
Doris Roberts,Denise Richards,1
Doris Roberts,Eugene Levy,1
Doris Roberts,Marla Sokoloff,1
Doris Roberts,Paul Campbell,1
Doris Roberts,Tyler Perry,1
Doug Brown,Bob Cavnar,1
Doug Brown,Brent Coon,1
Doug Brown,Meccah Boynton-Brown,1
Doug Hutchison,Colin Salmon,1
Doug Hutchison,David Morse,1
Doug Hutchison,Dominic West,1
Doug Hutchison,Jamie Foxx,1
Doug Hutchison,Ray Stevenson,1
Doug Hutchison,Robert Pastorelli,1
Doug Jones,Ivana Baquero,1
Doug Jones,John Alexander,1
Doug Jones,Maribel Verd?,1
Doug Jones,Ron Perlman,1
Doug Jones,Selma Blair,1
Doug Jones,Sergi L?pez,1
Doug MacAyeal,Scott Rowland,1
Doug MacAyeal,Stefan Pashov,1
Doug MacAyeal,Werner Herzog,1
Dougie McConnell,Jeremy McWilliams,1
Dougie McConnell,Lynsey Taylor Mackay,1
Dougie McConnell,Scarlett Johansson,1
Douglas Brinkley,Dan Barbiero,1
Douglas Brinkley,David Alston,1
Douglas Brinkley,Harvey Bundy,1
Douglas M. Griffin,Abigail Breslin,1
Douglas M. Griffin,Arnold Schwarzenegger,1
Douglas M. Griffin,Joely Richardson,1
Douglas Sebern,Claire Forlani,1
Douglas Sebern,James Woods,1
Douglas Sebern,Nick Nolte,1
Douglas Smith,Alexandra Daddario,1
Douglas Smith,Leven Rambin,1
Douglas Smith,Logan Lerman,1
Douglas Spain,Maria Carmen,1
Douglas Spain,Mercedes Ruehl,1
Douglas Spain,Victor Rivers,1
Dougray Scott,Charlie Cox,1
Dougray Scott,Jennifer Connelly,1
Dougray Scott,Jeremy Northam,1
Dougray Scott,John C. Reilly,1
Dougray Scott,Kate Winslet,1
Dougray Scott,Rodrigo Santoro,1
Dougray Scott,Saffron Burrows,1
Dougray Scott,Tim Roth,1
Dougray Scott,Wes Bentley,1
Dr. Dre,Anthony Albano,1
Dr. Dre,Lamont Bentley,1
Dr. Dre,Tic,1
Dragon,La Ni?a,1
Dragon,Larry Berry,1
Dragon,Tommy the Clown,1
Dragos Bucur,Alexandru Potocean,1
Dragos Bucur,Colin Farrell,1
Dragos Bucur,Ed Harris,1
Drake Bell,Andree Moss,1
Drake Bell,Andrew Caldwell,1
Drake Bell,Carolyn Moss,1
Drake Bell,Christopher McDonald,1
Drake Bell,Leslie Nielsen,1
Drake Bell,Sara Paxton,1
Drake Cook,Kevin Costner,1
Drake Cook,Lucinda Jenney,1
Drake Cook,Shawn Driscoll,1
Drea de Matteo,Gena Rowlands,1
Drea de Matteo,Parker Posey,1
Drea de Matteo,Tim Guinee,1
Dreama Walker,Ann Dowd,1
Dreama Walker,Matt Servitto,1
Dreama Walker,Pat Healy,1
Drew Barrymore,Adam Garcia,1
Drew Barrymore,Adam Sandler,2
Drew Barrymore,Allison Burnett,1
Drew Barrymore,Bernie Mac,1
Drew Barrymore,Bill Murray,1
Drew Barrymore,Brittany Murphy,1
Drew Barrymore,Cameron Diaz,2
Drew Barrymore,Charlie Day,1
Drew Barrymore,Dick Clark,1
Drew Barrymore,Eric Bana,1
Drew Barrymore,Horatio Sanz,1
Drew Barrymore,Jack Kehler,1
Drew Barrymore,Jason Spevack,1
Drew Barrymore,Jason Sudeikis,1
Drew Barrymore,Jimmy Fallon,1
Drew Barrymore,John August,1
Drew Barrymore,Justin Long,1
Drew Barrymore,Kate Beckinsale,1
Drew Barrymore,Kevin Nealon,1
Drew Barrymore,Lucy Liu,2
Drew Barrymore,Michelle Sweeney,1
Drew Barrymore,Phyllis Somerville,1
Drew Barrymore,Rob Schneider,1
Drew Barrymore,Robert De Niro,1
Drew Barrymore,Sam Rockwell,2
Drew Barrymore,Sean Astin,1
Drew Barrymore,Stephanie Bedell,1
Drew Barrymore,Steve Zahn,1
Drew Barrymore,Terry Crews,1
Drew Seeley,Adrian Slade,1
Drew Seeley,Chris Coppola,1
Drew Seeley,Lucas Grabeel,1
Drew Sidora,Antwon Tanner,1
Drew Sidora,DMX,1
Drew Sidora,Michael Ealy,1
Drew Waters,Bailee Madison,1
Drew Waters,Dusta Kimzey,1
Drew Waters,Richard Levi,1
Dru Harrison,Darrick Doerner,1
Dru Harrison,Jeff Clark,1
Dru Harrison,Laird John Hamilton,1
Dru Joyce,LeBron James,1
Dru Joyce,Romeo Travis,1
Dru Joyce,Sian Cotton,1
Duane Martin,Essence Atkins,1
Duane Martin,Gabrielle Union,1
Duane Martin,LL Cool J,1
Durrell Babbs,Carlos Davis,1
Durrell Babbs,Letoya Luckett,1
Durrell Babbs,Tammy Townsend,1
Dusta Kimzey,Bailee Madison,1
Dusta Kimzey,Drew Waters,1
Dusta Kimzey,Richard Levi,1
Dustin Bollinger,Brad Pitt,1
Dustin Bollinger,Brooklynn Proulx,1
Dustin Bollinger,Mary-Louise Parker,1
Dustin Fitzsimons,Bryan Barter,1
Dustin Fitzsimons,Jesse Eisenberg,1
Dustin Fitzsimons,Rooney Mara,1
Dustin Hoffman,Alexia Landeau,1
Dustin Hoffman,Angelina Jolie,2
Dustin Hoffman,Barbra Streisand,1
Dustin Hoffman,Ben Stiller,2
Dustin Hoffman,Eileen Atkins,1
Dustin Hoffman,Emma Thompson,1
Dustin Hoffman,Emma Watson,1
Dustin Hoffman,Gary Oldman,1
Dustin Hoffman,Gene Hackman,1
Dustin Hoffman,Ian McShane,1
Dustin Hoffman,Isabelle Huppert,1
Dustin Hoffman,Jack Black,2
Dustin Hoffman,Jake Gyllenhaal,1
Dustin Hoffman,Jason Schwartzman,1
Dustin Hoffman,John Cusack,1
Dustin Hoffman,Kathy Baker,1
Dustin Hoffman,Lily Tomlin,1
Dustin Hoffman,Matthew Broderick,1
Dustin Hoffman,Natalie Portman,1
Dustin Hoffman,Owen Wilson,1
Dustin Hoffman,Rachel Weisz,1
Dustin Hoffman,Robert De Niro,2
Dustin Hoffman,Susan Sarandon,1
Dustin Hoffman,Ted Ludzik,1
Dustin Hoffman,Tracey Ullman,1
Dustin Hoffman,Zach Mills,1
Dustin Ingram,Brian Dennehy,1
Dustin Ingram,Jee Young Han,1
Dustin Ingram,Kim Cattrall,1
Dustin Lance Black,Linda Williams Stay,1
Dustin Lance Black,Spencer Jones,1
Dustin Lance Black,Tyler Barrick,1
Dustin Milligan,Chris Carmack,1
Dustin Milligan,Eric Lively,1
Dustin Milligan,Erica Durance,1
Dustin Milligan,Gina Holden,1
Dustin Milligan,Katharine McPhee,1
Dustin Milligan,Sara Paxton,1
Dustin Ybarra,Dean Austin,1
Dustin Ybarra,Jenna Dewan Tatum,1
Dustin Ybarra,Joe Hursley,1
Dwayne Johnson,Alan Arkin,1
